EmployeId,Name,Gender,Age,MaritalStatus,Turnover,Travelling,Vertical,Qualifications,Education,Satisfaction,Engagement,Level,Role,Daily,Hour,Monthly,MonthlyRate,Work Experience,OverTime,SalaryHike,Last Rating,Hours,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
IDSL158,Lena,F,18,Single,Yes,Mostly,Sales,4,Marketing,2,3,2,Sales Executive,1251,48,4964,18798,1,No,13,3,80,2,3,16,8,3,7,10
IDRD835,Lenora,F,46,Married,No,Mostly,Research & Development,5,Life Sciences,1,3,4,Manager,1257,40,17404,13595,7,Yes,18,3,80,2,4,7,3,3,7,9
IDRD243,Leo,M,29,Single,No,Mostly,Research & Development,3,Technical Degree,4,2,1,Laboratory Technician,554,80,2812,18482,0,Yes,12,3,80,2,3,0,0,0,0,2
IDRD290,Leon,M,38,Single,Yes,Sometimes,Research & Development,4,Technical Degree,4,3,1,Research Scientist,1345,78,2392,7266,5,Yes,16,3,80,6,1,1,0,0,0,13
IDRD393,Leona,F,54,Single,No,Mostly,Research & Development,4,Life Sciences,2,2,4,Healthcare Representative,543,52,13898,8795,1,No,13,3,80,2,2,10,7,4,9,1
IDRD160,Leonard,M,21,Divorced,No,Mostly,Research & Development,1,Medical,4,3,1,Laboratory Technician,1100,95,2317,17594,1,No,12,3,80,2,2,8,7,1,8,11
IDRD546,Leonardo,M,27,Single,No,No,Research & Development,1,Life Sciences,4,2,3,Healthcare Representative,465,89,9203,13731,1,No,22,4,80,3,3,6,3,1,3,8
IDHR016,Leroy,M,26,Divorced,No,Sometimes,Human Resources,2,Medical,1,2,1,Human Resources,117,87,4959,3002,1,No,21,4,80,2,2,7,0,7,7,9
IDSL380,Lesley,F,29,Married,No,Sometimes,Sales,1,Marketing,3,3,2,Sales Executive,279,60,4657,16195,7,No,22,4,80,3,3,2,2,2,2,29
IDRD185,Leslie,F,51,Divorced,No,Sometimes,Research & Development,4,Life Sciences,4,3,5,Manager,1490,64,19802,22900,7,No,16,3,80,2,3,21,8,4,8,8
IDSL184,Leslie,M,27,Married,No,Sometimes,Sales,3,Medical,1,2,1,Sales Representative,256,69,2577,7924,0,Yes,11,3,80,2,2,3,2,2,2,26
IDSL171,Lester,M,36,Divorced,No,Mostly,Sales,4,Life Sciences,2,3,2,Sales Executive,1373,32,6290,23569,2,No,11,3,80,3,3,7,7,7,7,8
IDRD735,Leticia,F,56,Married,No,Mostly,Research & Development,4,Life Sciences,2,2,3,Healthcare Representative,1389,45,19538,15958,1,No,14,3,80,2,3,16,15,15,7,8
IDSL147,Levi,M,59,Single,No,Mostly,Sales,2,Marketing,2,2,2,Sales Executive,415,32,4939,3582,7,No,11,3,80,2,3,0,0,7,8,1
IDRD314,Lewis,M,30,Single,No,Sometimes,Research & Development,4,Life Sciences,1,3,1,Research Scientist,1260,44,2108,26735,1,No,13,3,80,2,3,5,4,0,2,21
IDRD224,Liam,M,29,Married,Yes,Sometimes,Research & Development,2,Medical,4,3,1,Laboratory Technician,927,71,3175,26933,1,Yes,18,3,80,2,3,1,0,0,0,18
IDRD550,Lila,F,37,Married,Yes,Sometimes,Research & Development,3,Life Sciences,2,1,3,Healthcare Representative,369,78,19717,26914,7,No,15,3,80,2,3,2,2,0,2,29
IDRD609,Liliana,F,22,Divorced,Yes,Mostly,Research & Development,3,Medical,2,2,1,Research Scientist,550,94,4305,23256,1,Yes,13,3,80,3,3,3,2,2,2,5
IDRD100,Lillian,F,33,Married,No,No,Research & Development,1,Medical,3,3,2,Healthcare Representative,815,31,8918,24271,8,Yes,13,3,80,3,3,1,0,0,0,2
IDSL146,Lillie,F,45,Married,No,Sometimes,Sales,3,Medical,4,3,4,Sales Executive,1423,88,17846,15805,2,No,11,3,80,2,3,33,2,4,2,20
IDSL293,Lilly,F,53,Divorced,Yes,No,Sales,3,Marketing,1,2,4,Sales Executive,1312,44,10231,17334,7,Yes,11,3,80,3,2,31,7,14,7,18
IDRD311,Lily,F,55,Married,No,Mostly,Research & Development,3,Life Sciences,2,3,2,Manufacturing Director,563,67,6399,2137,1,No,24,4,80,3,3,20,8,10,8,1
IDRD558,Lincoln,M,29,Married,No,Sometimes,Research & Development,3,Life Sciences,2,3,2,Healthcare Representative,1492,36,8682,13077,0,Yes,11,3,80,2,3,8,0,1,0,23
IDRD015,Linda,F,26,Divorced,Yes,Sometimes,Research & Development,2,Life Sciences,1,2,2,Manufacturing Director,911,51,2346,14211,0,No,17,3,80,2,3,5,4,1,3,1
IDSL152,Lindsay,F,28,Divorced,Yes,Mostly,Sales,2,Other,3,3,2,Sales Executive,654,61,5517,12447,9,Yes,19,3,80,2,3,2,2,2,2,23
IDRD281,Lindsey,F,35,Married,No,No,Research & Development,3,Medical,4,2,2,Manufacturing Director,1237,30,6955,21709,4,No,17,3,80,3,3,8,7,0,3,7
IDRD904,Lionel,M,27,Single,Yes,Mostly,Research & Development,3,Medical,3,1,1,Laboratory Technician,851,30,3878,7292,1,No,14,3,80,3,1,1,0,0,0,7
IDRD033,Lisa,F,43,Married,No,Sometimes,Research & Development,3,Life Sciences,4,4,3,Research Director,652,70,10599,3142,3,No,16,3,80,3,3,9,0,0,0,23
IDSL374,Lizzie,F,30,Married,No,Sometimes,Sales,4,Life Sciences,4,3,2,Sales Executive,662,43,5871,5942,3,No,12,3,80,4,3,6,2,1,3,4
IDSL132,Lloyd,M,31,Single,Yes,Mostly,Sales,3,Other,4,2,1,Human Resources,1254,86,2370,6432,0,No,12,3,80,2,3,6,2,3,2,20
IDSL062,Logan,M,43,Married,No,Mostly,Sales,2,Marketing,4,3,2,Sales Executive,739,69,6731,4828,0,No,14,3,80,4,2,9,2,1,1,16
IDRD145,Lois,F,34,Married,No,Sometimes,Research & Development,2,Life Sciences,4,3,2,Manufacturing Director,423,44,6162,12941,0,No,16,3,80,2,2,15,17,5,13,23
IDRD452,Lola,F,22,Divorced,No,Mostly,Research & Development,2,Medical,4,3,2,Manufacturing Director,1290,45,4822,14637,0,Yes,14,3,80,2,2,8,7,0,7,18
IDRD816,London,F,35,Divorced,No,Sometimes,Research & Development,4,Life Sciences,3,3,1,Research Scientist,247,73,2570,3639,1,No,16,3,80,5,3,1,0,0,0,10
IDRD433,Lonnie,M,49,Divorced,No,Sometimes,Research & Development,1,Technical Degree,3,3,2,Manufacturing Director,575,34,6440,14236,4,No,19,3,80,2,3,9,0,1,0,2
IDSL312,Lora,F,40,Married,No,Sometimes,Sales,3,Marketing,3,2,3,Sales Executive,696,100,13356,18999,8,No,12,3,80,2,2,12,9,11,15,6
IDHR049,Loren,M,45,Married,No,Sometimes,Human Resources,3,Medical,1,3,5,Manager,1000,91,16934,14339,6,No,11,3,80,2,3,21,16,5,11,7
IDSL338,Lorena,F,22,Married,Yes,Sometimes,Sales,1,Marketing,1,4,1,Sales Representative,696,50,2167,24658,0,Yes,15,3,80,0,3,2,2,1,4,28
IDRD781,Lorene,F,50,Married,No,Mostly,Research & Development,2,Medical,4,3,3,Healthcare Representative,1395,56,13073,2227,4,Yes,19,3,80,0,2,23,6,15,2,15
IDSL268,Lorenzo,M,31,Divorced,No,No,Sales,3,Marketing,3,3,2,Sales Executive,1346,55,5546,23026,1,No,21,4,80,2,4,13,5,3,1,20
IDRD274,Loretta,F,31,Divorced,No,No,Research & Development,3,Life Sciences,4,4,1,Laboratory Technician,183,57,2993,5069,2,No,21,4,80,3,3,4,1,0,2,10
IDRD134,Lori,F,28,Married,No,Sometimes,Research & Development,3,Medical,3,2,1,Laboratory Technician,929,99,4611,9195,1,No,19,3,80,2,3,2,2,2,2,19
IDRD909,Lorna,F,37,Married,Yes,Mostly,Research & Development,3,Life Sciences,3,3,1,Research Scientist,1401,67,2900,26270,1,Yes,11,3,80,2,2,1,0,0,0,7
IDSL104,Lorraine,F,31,Single,No,Sometimes,Sales,4,Life Sciences,2,2,2,Sales Executive,715,52,6993,14825,0,No,14,3,80,4,2,9,7,0,9,10
IDSL336,Lottie,F,50,Married,No,Mostly,Sales,3,Marketing,3,2,2,Sales Executive,111,78,6787,19439,2,Yes,15,3,80,0,3,9,0,0,0,2
IDRD869,Lou,F,50,Divorced,No,No,Research & Development,2,Medical,1,2,3,Manager,531,88,10272,21891,3,No,15,3,80,3,2,23,7,11,17,1
IDSL441,Louie,M,42,Married,No,Sometimes,Sales,3,Marketing,4,3,2,Sales Executive,311,79,4732,14599,3,Yes,11,3,80,3,2,1,0,0,0,10
IDSL053,Louis,M,25,Single,No,Sometimes,Sales,2,Life Sciences,2,3,3,Sales Executive,1415,98,9454,12418,1,No,20,4,80,6,2,9,8,3,6,10
IDRD140,Louise,F,40,Married,No,Sometimes,Research & Development,1,Life Sciences,3,2,1,Research Scientist,860,78,2657,26387,4,Yes,18,3,80,3,3,8,4,0,3,28
IDSL361,Lowell,M,34,Divorced,No,Sometimes,Sales,3,Medical,1,3,2,Sales Executive,590,52,4460,13533,1,No,12,3,80,3,3,13,14,3,9,8
IDRD916,Luca,M,42,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,3,3,Manufacturing Director,197,45,10889,25816,2,No,16,3,80,2,3,3,2,0,2,7
IDSL081,Lucas,M,35,Married,No,No,Sales,2,Marketing,3,3,2,Sales Executive,460,43,4204,23939,1,No,20,4,80,5,3,7,0,0,3,17
IDSL339,Lucia,F,28,Single,No,Sometimes,Sales,2,Medical,1,3,2,Sales Executive,1455,97,6162,9111,1,No,16,3,80,2,3,2,2,2,2,3
IDSL406,Lucile,F,55,Married,No,Mostly,Sales,3,Life Sciences,1,3,4,Manager,729,84,18929,15549,2,No,13,3,80,2,3,26,16,15,11,4
IDRD228,Lucille,F,29,Single,Yes,Mostly,Research & Development,3,Technical Degree,1,2,1,Laboratory Technician,262,98,2538,6051,5,Yes,15,3,80,3,2,6,2,0,2,15
IDRD795,Lucinda,F,34,Single,No,Mostly,Research & Development,3,Medical,4,3,1,Research Scientist,132,100,3280,13932,6,No,19,3,80,3,2,1,0,0,0,8
IDRD246,Lucy,F,58,Married,No,Sometimes,Research & Development,5,Medical,4,2,4,Research Director,675,57,16205,8578,3,Yes,16,3,80,2,3,24,14,5,12,2
IDRD928,Luella,F,29,Married,Yes,Sometimes,Research & Development,2,Technical Degree,1,2,1,Research Scientist,603,81,3417,17344,8,Yes,14,3,80,3,4,5,1,0,4,1
IDRD179,Luis,M,45,Married,No,Sometimes,Research & Development,1,Medical,4,2,3,Research Director,1495,36,17357,17732,4,No,12,3,80,3,3,6,2,4,0,3
IDSL399,Lukas,M,37,Divorced,No,Mostly,Sales,1,Life Sciences,4,1,4,Research Director,228,52,15308,25674,1,No,11,3,80,2,3,21,8,4,9,4
IDSL074,Luke,M,25,Married,Yes,Sometimes,Sales,1,Life Sciences,2,3,1,Sales Representative,581,82,2888,16100,5,Yes,23,4,80,2,3,1,0,0,0,24
IDRD476,Lula,F,53,Married,No,Sometimes,Research & Development,4,Medical,4,2,1,Research Scientist,1127,53,2991,5595,8,No,14,3,80,3,2,2,2,2,1,1
IDSL409,Luna,F,31,Single,No,Sometimes,Sales,2,Marketing,2,3,2,Sales Executive,933,58,4215,9330,1,No,16,3,80,2,3,10,7,8,9,14
IDHR042,Luther,M,37,Single,Yes,Mostly,Human Resources,3,Other,4,2,3,Sales Executive,909,30,9717,16395,3,Yes,12,3,80,2,3,5,3,0,7,7
IDRD289,Lydia,F,40,Single,No,Sometimes,Research & Development,2,Medical,3,3,4,Manager,839,89,19697,7330,2,No,12,3,80,3,3,1,0,0,0,2
IDRD908,Lyla,F,24,Married,No,Sometimes,Research & Development,3,Medical,1,3,1,Research Scientist,422,96,3837,2227,1,No,16,3,80,5,3,5,2,0,1,11
IDSL287,Lyle,M,44,Married,No,Sometimes,Sales,4,Other,4,3,2,Sales Executive,1295,74,6871,14723,4,Yes,21,4,80,3,3,9,3,0,0,2
IDSL237,Lynda,F,20,Single,Yes,Sometimes,Sales,3,Marketing,4,2,2,Sales Executive,204,45,6046,18033,1,No,12,3,80,2,4,7,4,5,7,29
IDRD701,Lynette,F,33,Married,No,Sometimes,Research & Development,3,Medical,4,3,2,Healthcare Representative,1141,95,1102,24575,1,No,19,3,80,3,3,10,7,1,7,1
IDRD262,Lynn,F,39,Single,No,Mostly,Research & Development,3,Life Sciences,4,2,3,Manufacturing Director,519,39,5804,21294,1,Yes,14,3,80,2,2,10,8,4,10,24
IDRD652,Lynn,M,50,Married,No,Sometimes,Research & Development,2,Medical,1,3,4,Research Scientist,327,71,10341,19352,2,Yes,16,3,80,4,3,8,3,0,7,8
IDSL274,Lynne,F,35,Single,Yes,Sometimes,Sales,1,Marketing,3,3,1,Sales Representative,268,75,2651,23497,5,Yes,14,3,80,2,2,2,2,2,2,2
IDRD351,Mabel,F,25,Single,No,No,Research & Development,2,Life Sciences,2,2,1,Laboratory Technician,1473,49,2820,4316,0,No,13,3,80,0,3,5,3,0,2,9
IDRD647,Mable,F,34,Married,No,Mostly,Research & Development,3,Medical,3,3,4,Manager,498,38,13484,17362,3,No,11,3,80,2,3,12,12,15,12,20
IDRD791,Mack,M,33,Divorced,No,Sometimes,Research & Development,4,Medical,3,3,3,Healthcare Representative,535,90,7437,12436,0,Yes,11,3,80,2,3,7,8,1,7,16
IDSL168,Mackenzie,F,42,Single,No,Sometimes,Sales,1,Life Sciences,2,3,5,Manager,474,50,19699,26897,3,No,11,3,80,3,4,6,8,2,4,13
IDRD937,Macy,F,56,Single,No,No,Research & Development,3,Other,4,1,3,Healthcare Representative,1327,39,10703,3059,6,No,15,3,80,2,3,3,0,4,2,8
IDSL414,Maddox,M,28,Single,Yes,Sometimes,Sales,3,Other,4,2,2,Sales Executive,640,30,6013,2925,0,Yes,12,3,80,3,4,8,7,5,7,4
IDRD744,Madeleine,F,37,Married,No,Sometimes,Research & Development,3,Life Sciences,3,2,1,Laboratory Technician,944,70,2113,7243,4,No,11,3,80,2,3,0,0,0,0,8
IDRD258,Madeline,F,35,Divorced,No,No,Research & Development,2,Life Sciences,3,3,2,Manufacturing Director,642,45,4595,19391,3,Yes,18,3,80,3,3,10,7,3,7,3
IDRD439,Madelyn,F,33,Divorced,No,Sometimes,Research & Development,3,Life Sciences,1,3,2,Laboratory Technician,1222,80,5071,18903,1,No,23,4,80,3,3,6,4,0,2,10
IDSL055,Madison,F,43,Married,No,Sometimes,Sales,2,Marketing,2,3,3,Sales Executive,459,54,10386,14853,7,No,12,3,80,2,3,1,0,1,0,7
IDRD395,Mae,F,42,Married,No,Sometimes,Research & Development,4,Life Sciences,3,3,5,Manager,1483,95,19270,14731,3,Yes,14,3,80,2,3,11,8,11,8,1
IDSL185,Maggie,F,26,Married,No,Mostly,Sales,1,Technical Degree,2,2,1,Sales Representative,475,60,3968,4392,1,No,21,4,80,2,4,5,4,0,3,2
IDSL207,Makayla,F,29,Single,Yes,Sometimes,Sales,1,Marketing,1,3,1,Sales Representative,578,91,2973,15412,1,No,16,3,80,3,3,10,7,9,0,4
IDRD945,Makenna,F,51,Single,Yes,No,Research & Development,4,Medical,4,4,3,Manufacturing Director,1309,80,13680,20930,4,No,22,4,80,2,4,7,1,7,0,11
IDSL365,Makenzie,F,42,Single,No,Sometimes,Sales,1,Marketing,2,3,3,Sales Executive,934,56,8269,12615,7,No,16,3,80,3,3,2,1,2,2,16
IDRD683,Malachi,M,46,Married,No,Sometimes,Research & Development,2,Life Sciences,4,3,4,Research Director,547,33,19021,24905,4,Yes,16,3,80,1,3,9,0,0,0,14
IDRD553,Malcolm,M,27,Married,No,Sometimes,Research & Development,3,Medical,2,3,2,Healthcare Representative,1358,45,4777,14912,6,Yes,12,3,80,4,4,2,2,4,2,5
IDRD731,Malik,M,39,Divorced,No,Sometimes,Research & Development,3,Life Sciences,3,3,3,Research Director,1490,92,10561,21396,0,Yes,21,4,80,6,3,10,9,7,4,9
IDRD588,Mallory,F,55,Divorced,No,Sometimes,Research & Development,3,Technical Degree,4,1,4,Research Director,1371,38,13409,18576,8,No,22,4,80,2,3,26,9,1,4,2
IDSL250,Mamie,F,39,Married,No,Sometimes,Sales,3,Marketing,2,3,2,Sales Executive,1376,54,8595,12177,2,No,12,3,80,2,3,8,7,1,7,10
IDSL337,Mandy,F,43,Single,No,Sometimes,Sales,2,Technical Degree,1,2,2,Sales Executive,947,53,6698,18817,1,No,14,3,80,0,3,1,0,0,0,1
IDRD261,Manuel,M,31,Divorced,No,Sometimes,Research & Development,2,Medical,1,3,1,Laboratory Technician,1132,80,6126,17719,3,No,11,3,80,6,4,4,2,3,2,1
IDRD326,Marc,M,31,Single,No,Sometimes,Research & Development,3,Medical,3,3,1,Laboratory Technician,630,37,3177,22916,0,No,14,3,80,2,3,10,7,1,7,10
IDRD564,Marcella,F,25,Married,No,Sometimes,Research & Development,1,Medical,2,2,1,Research Scientist,816,67,2070,6112,1,No,12,3,80,2,3,5,3,0,3,25
IDRD352,Marcia,F,58,Married,Yes,Sometimes,Research & Development,3,Life Sciences,4,3,1,Research Scientist,530,72,4064,15400,3,No,21,4,80,2,2,3,0,1,3,9
IDRD513,Marco,M,39,Divorced,No,Sometimes,Research & Development,3,Medical,3,4,2,Research Scientist,820,78,5020,18458,1,No,13,3,80,2,3,6,1,1,3,3
IDRD668,Marcos,M,21,Single,Yes,Sometimes,Research & Development,3,Technical Degree,3,1,1,Research Scientist,881,78,2991,23451,4,Yes,25,4,80,1,3,2,2,1,2,13
IDRD208,Marcus,M,35,Married,No,Sometimes,Research & Development,4,Medical,3,4,2,Healthcare Representative,473,95,4578,23951,0,No,22,4,80,2,3,10,3,6,8,8
IDRD020,Margaret,F,49,Married,No,Sometimes,Research & Development,5,Medical,4,3,2,Manufacturing Director,227,49,5605,2243,1,No,23,4,80,2,3,10,7,15,16,7
IDRD771,Margarita,F,26,Single,Yes,Sometimes,Research & Development,2,Medical,4,4,1,Laboratory Technician,446,32,3716,20755,1,Yes,12,3,80,6,3,9,7,1,8,15
IDSL203,Margie,F,28,Divorced,No,Sometimes,Sales,3,Medical,4,3,2,Sales Executive,1342,32,5946,26897,8,No,14,3,80,5,3,3,2,0,2,1
IDRD431,Marguerite,F,50,Single,Yes,Sometimes,Research & Development,3,Other,4,3,1,Laboratory Technician,111,53,2999,15809,1,No,11,3,80,5,2,0,0,0,0,1
IDRD076,Maria,F,35,Married,No,Sometimes,Research & Development,2,Medical,1,4,1,Research Scientist,1239,37,1118,5577,2,No,13,3,80,3,3,1,0,0,0,8
IDSL197,Mariah,F,38,Divorced,No,Sometimes,Sales,2,Life Sciences,2,2,2,Sales Executive,1291,85,6300,18331,2,Yes,12,3,80,3,4,1,0,0,0,8
IDRD333,Marian,F,36,Married,No,Sometimes,Research & Development,4,Medical,3,2,3,Healthcare Representative,111,96,1129,22792,6,Yes,19,3,80,3,3,5,4,0,3,3
IDRD804,Mariana,F,30,Divorced,Yes,Sometimes,Research & Development,4,Technical Degree,3,3,1,Laboratory Technician,451,90,3146,17751,7,Yes,11,3,80,2,4,2,2,2,2,2
IDRD557,Marianne,F,57,Divorced,No,Sometimes,Research & Development,1,Life Sciences,3,2,4,Research Director,235,31,13456,17169,0,No,13,3,80,3,3,29,6,15,11,17
IDRD078,Marie,F,34,Single,No,No,Research & Development,3,Technical Degree,3,1,3,Research Director,796,62,13177,23656,0,Yes,23,4,80,5,4,15,6,1,13,1
IDSL056,Marilyn,F,38,Divorced,No,Mostly,Sales,3,Technical Degree,3,3,2,Sales Executive,973,70,5991,15073,1,No,13,3,80,3,3,16,7,5,17,4
IDSL371,Marina,F,37,Married,No,Mostly,Sales,3,Life Sciences,4,3,2,Sales Executive,1495,76,8029,14500,0,Yes,22,4,80,3,3,10,9,3,0,6
IDRD319,Mario,M,37,Married,No,No,Research & Development,4,Medical,2,2,2,Manufacturing Director,1443,73,1129,10617,7,No,14,3,80,2,4,14,9,3,7,8
IDRD255,Marion,F,40,Single,Yes,Mostly,Research & Development,4,Life Sciences,2,3,2,Laboratory Technician,215,46,8223,7967,5,No,22,4,80,5,3,8,0,0,6,28
IDRD522,Marion,M,40,Divorced,No,Sometimes,Research & Development,4,Medical,4,3,3,Research Director,281,83,17410,19128,1,No,11,3,80,3,4,25,7,0,12,4
IDSL316,Marisa,F,35,Single,No,Sometimes,Sales,4,Marketing,3,3,3,Sales Executive,806,41,6059,16087,8,No,12,3,80,3,3,11,11,5,10,8
IDSL411,Marisol,F,48,Single,No,Sometimes,Sales,2,Marketing,4,3,2,Sales Executive,257,42,4798,12120,3,Yes,16,3,80,3,1,2,2,6,7,9
IDSL174,Marissa,F,34,Married,No,No,Sales,1,Marketing,3,3,3,Sales Executive,203,55,10472,14197,1,No,12,3,80,2,1,20,10,15,10,7
IDRD186,Marjorie,F,44,Married,No,Mostly,Research & Development,4,Technical Degree,1,3,2,Manufacturing Director,491,36,4342,9540,9,No,16,3,80,2,3,7,2,0,5,13
IDHR002,Mark,M,41,Married,No,Sometimes,Human Resources,3,Marketing,4,2,2,Sales Executive,111,31,5350,17731,3,Yes,21,4,80,3,2,3,2,2,2,21
IDRD787,Marla,F,27,Divorced,No,Sometimes,Research & Development,4,Life Sciences,1,3,1,Research Scientist,519,48,3087,13093,4,No,17,3,80,5,2,0,4,0,2,1
IDRD354,Marlene,F,40,Single,No,Sometimes,Research & Development,3,Medical,4,3,3,Healthcare Representative,240,69,10154,7505,7,Yes,11,3,80,2,3,13,6,4,12,2
IDSL432,Marlon,M,30,Married,No,No,Sales,1,Marketing,3,3,2,Sales Executive,1111,90,9158,17519,1,No,14,3,80,3,3,5,4,1,3,8
IDRD410,Marsha,F,53,Single,No,Sometimes,Research & Development,1,Life Sciences,1,2,1,Research Scientist,580,88,3604,26894,7,No,20,4,80,5,4,5,2,0,4,3
IDRD435,Marshall,M,30,Married,No,Sometimes,Research & Development,5,Technical Degree,4,3,1,Laboratory Technician,1475,52,2341,22977,1,Yes,12,3,80,2,3,3,2,2,2,22
IDSL035,Martha,F,35,Divorced,No,Sometimes,Sales,1,Marketing,1,3,2,Sales Executive,319,36,5704,4292,4,No,18,3,80,1,4,2,2,2,3,1
IDSL066,Martin,M,28,Single,No,Sometimes,Sales,2,Marketing,4,2,2,Sales Executive,548,46,5297,6513,0,Yes,14,3,80,4,2,7,4,1,7,8
IDRD892,Marty,M,41,Single,No,Sometimes,Research & Development,4,Other,4,3,1,Research Scientist,481,74,3978,26862,0,No,11,3,80,3,3,3,2,1,2,1
IDRD205,Marvin,M,54,Married,No,Sometimes,Research & Development,2,Medical,3,3,1,Research Scientist,958,44,2785,15220,3,No,11,3,80,2,3,7,7,0,7,1
IDRD003,Mary,F,30,Divorced,No,Sometimes,Research & Development,2,Medical,2,2,1,Research Scientist,141,62,3056,21152,1,No,18,3,80,4,4,2,2,2,2,2
IDRD573,Maryann,F,56,Divorced,Yes,Sometimes,Research & Development,3,Medical,2,2,4,Manager,912,51,18862,6389,5,No,14,3,80,2,3,18,14,13,5,13
IDRD172,Mason,M,39,Married,No,Mostly,Research & Development,4,Life Sciences,4,3,2,Healthcare Representative,1283,95,4225,14265,0,No,12,3,80,0,3,9,8,0,8,2
IDRD610,Mateo,M,34,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,1,1,Laboratory Technician,241,58,2530,9965,1,Yes,13,3,80,2,3,10,9,5,8,1
IDRD478,Mathew,M,21,Divorced,No,Sometimes,Research & Development,3,Medical,4,3,2,Research Scientist,1011,74,4075,4309,1,No,14,3,80,2,2,3,2,4,2,6
IDRD872,Matilda,F,29,Single,No,Mostly,Research & Development,1,Life Sciences,4,3,1,Laboratory Technician,1046,30,3514,20495,1,No,15,3,80,1,3,3,3,1,3,1
IDRD010,Matthew,M,38,Divorced,No,Sometimes,Research & Development,3,Life Sciences,1,3,1,Laboratory Technician,1320,31,2301,13786,7,No,14,3,80,2,3,14,4,1,0,6
IDRD357,Mattie,F,41,Divorced,No,Sometimes,Research & Development,3,Medical,1,4,3,Manager,613,55,19847,25593,5,Yes,11,3,80,3,2,5,3,1,2,5
IDHR051,Maude,F,31,Married,No,Mostly,Human Resources,3,Life Sciences,1,3,2,Research Director,475,96,5348,17661,7,No,12,3,80,2,2,5,2,1,2,10
IDSL149,Maureen,F,35,Married,No,Sometimes,Sales,4,Other,2,3,2,Sales Executive,540,86,7532,10176,1,No,12,3,80,4,3,8,2,0,3,4
IDSL161,Maurice,M,58,Single,No,Sometimes,Sales,3,Medical,4,2,2,Sales Executive,115,42,5205,11784,0,No,11,3,80,2,2,9,2,2,2,13
IDRD309,Max,M,22,Single,No,Mostly,Research & Development,3,Life Sciences,3,3,1,Research Scientist,791,59,2223,23755,1,No,16,3,80,1,2,6,2,0,2,1
IDRD386,Maxine,F,29,Divorced,No,Mostly,Research & Development,2,Life Sciences,3,3,2,Research Scientist,1146,31,4888,6552,1,No,12,3,80,4,3,7,3,1,7,21
IDSL218,Maxwell,M,41,Divorced,No,Sometimes,Sales,4,Marketing,3,3,4,Manager,590,58,13274,12435,4,No,11,3,80,6,4,9,5,7,5,2
IDRD676,May,F,34,Married,No,Mostly,Research & Development,3,Medical,4,3,1,Laboratory Technician,243,41,3762,17030,0,Yes,18,3,80,1,3,5,4,1,4,14
IDRD422,Maya,F,34,Married,No,Sometimes,Research & Development,4,Technical Degree,3,3,1,Research Scientist,739,77,2073,11086,1,No,14,3,80,3,2,6,3,0,2,4
IDRD841,Mayra,F,40,Divorced,No,Sometimes,Research & Development,2,Medical,4,2,2,Healthcare Representative,561,77,6838,18312,2,Yes,12,3,80,6,3,1,0,0,0,2
IDRD800,Mckenna,F,34,Married,No,Sometimes,Research & Development,3,Life Sciences,4,4,1,Research Scientist,1441,90,2007,2641,2,No,18,3,80,3,3,5,4,1,2,2
IDSL290,Mckenzie,F,36,Married,No,Sometimes,Sales,4,Marketing,3,2,3,Sales Executive,1492,66,8805,4007,3,Yes,22,4,80,2,4,1,0,0,0,3
IDSL330,Meagan,F,23,Single,No,Sometimes,Sales,3,Life Sciences,3,2,2,Sales Executive,183,47,5637,18377,1,Yes,15,3,80,0,3,3,2,0,2,24
IDSL039,Megan,F,46,Single,Yes,Mostly,Sales,2,Other,4,4,2,Sales Executive,1306,52,4596,12290,3,Yes,14,3,80,3,3,8,4,7,7,1
IDRD404,Meghan,F,30,Married,No,Sometimes,Research & Development,3,Life Sciences,3,4,2,Research Scientist,1189,68,3980,6637,1,No,21,4,80,2,3,10,7,0,8,9
IDRD199,Melanie,F,40,Married,No,Sometimes,Research & Development,3,Technical Degree,2,3,3,Healthcare Representative,1232,30,8646,25449,8,No,13,3,80,6,3,8,4,0,7,22
IDRD843,Melba,F,41,Married,No,Sometimes,Research & Development,3,Life Sciences,4,3,4,Research Director,629,87,16666,21254,1,No,24,4,80,3,2,2,8,1,1,14
IDRD337,Melinda,F,25,Married,No,Mostly,Research & Development,1,Life Sciences,1,2,3,Human Resources,286,86,1682,26069,1,Yes,12,3,80,2,4,9,7,1,7,20
IDRD047,Melissa,F,45,Married,Yes,No,Research & Development,4,Technical Degree,3,1,1,Laboratory Technician,1381,75,2393,21164,5,Yes,19,3,80,3,3,2,2,3,2,12
IDSL211,Melody,F,40,Divorced,No,Sometimes,Sales,3,Medical,2,2,2,Sales Executive,1306,39,5178,4579,8,No,14,3,80,1,3,3,2,1,2,21
IDSL092,Melvin,M,44,Married,No,No,Sales,4,Life Sciences,3,3,2,Sales Executive,417,64,8775,3250,3,No,14,3,80,3,2,6,2,1,2,8
IDRD714,Mercedes,F,35,Divorced,No,Mostly,Research & Development,1,Other,1,2,2,Healthcare Representative,706,98,8032,2198,1,No,14,3,80,2,3,10,8,0,7,14
